Vendor,Country,Shipment Mode,Product Group,Freight Cost (USD),cost_per_kg,Line Item Value,is_delayed,delay_risk_prob,predicted_delay,risk_category
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Uganda,Air,HRDT,4193.88,8.682981366459627,34425.0,False,0.00042103527411710726,0,Low
"Trinity Biotech, Plc",Uganda,Air,HRDT,1253.98,14.752705882352942,2720.0,False,0.0001695125333364148,0,Low
BIO-RAD LABORATORIES (FRANCE),C̫te d'Ivoire,Air,HRDT,7915.98,21.628360655737705,25156.0,False,0.19781699846354525,1,Elevated
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,16400.0,False,0.0064370590351935835,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,16350.0,False,0.007578624736783605,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,978.0,False,0.00652785573867698,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,723.4,False,0.006589145122792904,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,5217.59,42.07733870967742,12500.0,False,0.005377777455261612,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,2864.44,23.479016393442624,27538.56,False,0.0019928417070803318,0,Low
"Orgenics, Ltd",C̫te d'Ivoire,Air,HRDT,1796.68,31.520701754385968,17997.5,False,0.010760728010017604,0,Low
S. BUYS WHOLESALER,South Africa,Unknown,ARV,0.0,0.0,2030.0,False,0.006624050600074807,0,Low
"Orgenics, Ltd",Botswana,Air,HRDT,0.0,0.0,1.0,False,0.01285481559009829,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,10356.86,14.732375533428165,27972.0,False,0.007015997727802953,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,ARV,2519.89,10.039402390438246,85488.0,False,0.003592694119877215,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,7884.8,8.869291338582677,24897.6,False,0.0013688856123313115,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,397.92,False,0.005601232708554458,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,56.16,False,0.0033151347579363755,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,738.3,False,0.014358591588769202,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,78.48,False,0.003067286314741501,0,Low
"Trinity Biotech, Plc",Haiti,Air,HRDT,1372.85,13.728499999999999,16819.0,False,0.00025017522954879793,0,Low
"Trinity Biotech, Plc",Haiti,Air,HRDT,871.71,16.142777777777777,11676.0,False,0.0002780375756379797,0,Low
Orasure Technologies Inc.,Haiti,Air,HRDT,0.0,0.0,9800.0,False,0.0006795661058405416,0,Low
"Orgenics, Ltd",Rwanda,Air,HRDT,26574.61,26.951937119675456,302890.0,False,0.011368973781939365,0,Low
"Orgenics, Ltd",Zimbabwe,Air,HRDT,5781.14,13.964106280193237,100498.04,False,0.018240279576514935,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,6609.02,8.753668874172186,38304.0,False,0.00325688297629775,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,4883.46,16.224119601328905,62294.4,False,0.002172102680746759,0,Low
GLAXOSMITHKLINE EXPORT LIMITED,Tanzania,Air,ARV,633.0,9.738461538461538,1990.56,False,0.0006828592962526887,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,1171.5,False,0.007004146586124269,0,Low
IDA FOUNDATION,Nigeria,Air,ANTM,4404.9,9.026434426229507,184.45,False,0.00014609104064582738,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,HRDT,22229.32,9.106644817697665,229095.0,False,0.0011674641194225287,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,ARV,2709.98,301.1088888888889,493.2,False,0.002904957377148321,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,2771.84,8.374138972809668,20680.0,False,0.005536612080865805,0,Low
BRISTOL-MYERS SQUIBB,Vietnam,Air,ARV,1516.05,25.2675,1960.0,False,0.0005886403746493313,0,Low
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Ethiopia,Air,HRDT,44347.71,8.769568914376112,160954.0,False,0.0038146100864878403,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,1736.0,False,0.006954767849641171,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,1828.0,False,0.0031499442627990846,0,Low
"Orgenics, Ltd",C̫te d'Ivoire,Air,HRDT,4015.0,14.6,82180.0,False,0.01117046692508353,0,Low
IDA FOUNDATION,Haiti,Air,ANTM,21015.77,6.524610369450482,197.1,False,8.11315078022087e-05,0,Low
"Orgenics, Ltd",C̫te d'Ivoire,Air,HRDT,5243.53,19.56541044776119,82180.0,False,0.011951695643572876,0,Low
"Orgenics, Ltd",Namibia,Air,HRDT,0.0,0.0,1.5,False,0.001471971646018317,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,3894.21,3.64626404494382,16718.4,False,0.0037668443448015602,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,12180.0,False,0.0037263767017883197,0,Low
"Trinity Biotech, Plc",Mozambique,Air,HRDT,23300.18,14.112768019382193,157312.0,False,0.00045401407139831525,0,Low
"Trinity Biotech, Plc",Ethiopia,Air,HRDT,8101.57,9.599016587677724,80000.0,False,0.00147411910429406,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Ethiopia,Air,HRDT,15619.2,4.834168987929434,242028.0,False,0.002894603109087243,0,Low
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Ethiopia,Air,HRDT,20083.74,7.922579881656805,80730.0,False,0.003896866755006962,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,2355.6,False,0.019529500961874877,0,Low
ZEPHYR BIOMEDICALS,Guyana,Air,MRDT,0.0,0.0,4050.0,False,0.005646661060452774,0,Low
IDA FOUNDATION,C̫te d'Ivoire,Air,ANTM,536.78,44.73166666666666,629.88,False,0.00017152406241587286,0,Low
"Trinity Biotech, Plc",Namibia,Air,HRDT,6862.01,29.076313559322035,22400.0,False,0.00042216377444453886,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,13885.2,False,0.0016722251314880818,0,Low
"Orgenics, Ltd",Tanzania,Air,HRDT,4323.93,12.8306528189911,81504.0,False,0.009000395287833285,0,Low
Premier Medical Corporation Ltd.,Rwanda,Air,HRDT,15022.74,11.380863636363637,88020.0,False,0.0014983558377839508,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Haiti,Air,ARV,807.28,89.69777777777777,411.0,False,0.0019035109865134367,0,Low
BRISTOL-MYERS SQUIBB,Vietnam,Air,ARV,2246.81,40.121607142857144,3315.0,False,0.0003808238606090446,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,27450.0,False,0.01331511077359154,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,1504.8,False,0.007766367100965958,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,1000.0,False,0.02014707483323337,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,39193.2,False,0.007308216499384585,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,50734.63,False,0.011045511238807858,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,4286.4,False,0.007494920682166048,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,83.72,False,0.008032251435582477,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,440.0,False,0.007781754604818909,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,845.52,False,0.008833105465781055,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,237.6,False,0.014907035476457945,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,26624.0,False,0.008437211320196007,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,9856.0,False,0.00837875358857642,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,18667.6,True,0.062103013497433426,0,Moderate
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,7248.0,False,0.006707468218755958,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,8325.0,False,0.009951115678212039,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,1407.0,False,0.014576703000930197,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,82030.0,False,0.02193092623627312,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),C̫te d'Ivoire,Air,ARV,1939.99,19.595858585858586,2055.0,False,0.003171711785865271,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,13819.0,False,0.02069561003493879,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,25040.0,False,0.019215607347420924,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,14160.0,False,0.01070329697597724,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,832.0,False,0.016098322089991155,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,750.4,False,0.013631152764978038,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,94.8,True,0.18594543643515293,1,Elevated
"Orgenics, Ltd",C̫te d'Ivoire,Air,HRDT,3272.6,17.98131868131868,56000.0,False,0.011221117074521102,0,Low
"Trinity Biotech, Plc",Zambia,Air,HRDT,21686.21,9.115683060109289,224000.0,False,0.0004513612883448526,0,Low
MISSIONPHARMA A/S,Nigeria,Air,ACT,14515.44,1451.544,70420.0,False,0.00020999419220827932,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,8769.6,False,0.0016558141287086761,0,Low
"Orgenics, Ltd",Botswana,Air,HRDT,3321.08,12.120729927007298,84000.0,False,0.022507305143132133,0,Low
"Orgenics, Ltd",Namibia,Air,HRDT,87.73,17.546,525.0,False,0.016789174454523378,0,Low
BRISTOL-MYERS SQUIBB,Vietnam,Air,ARV,0.0,0.0,840.0,False,0.000477483719752716,0,Low
BRISTOL-MYERS SQUIBB,Vietnam,Air,ARV,0.0,0.0,2240.0,False,0.0003029760648266895,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,2099.0,True,0.15236281446097388,1,Elevated
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,3540.6,False,0.01725723192760989,0,Low
Abbott GmbH & Co. KG,Zambia,Air,HRDT,1187.19,6.942631578947369,40000.0,False,0.0011890426293605502,0,Low
PLURIPHARM S.A.,Haiti,Air,HRDT,0.0,0.0,3240.0,False,0.0005319747880608342,0,Low
SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Vietnam,Air,ARV,10657.19,122.4964367816092,8299.2,False,0.006744033659812484,0,Low
CIPLA LIMITED,Vietnam,Air,ARV,19044.32,12.529157894736842,323000.0,False,0.0021462102291148516,0,Low
Abbott GmbH & Co. KG,C̫te d'Ivoire,Air,HRDT,4110.88,0.020003990209388672,48000.0,False,0.00015270415753259274,0,Low
Aurobindo Pharma Limited,Uganda,Air,ARV,0.0,0.0,12380.55,False,0.0006790995263187207,0,Low
STRIDES ARCOLAB LIMITED,Uganda,Air,ARV,3181.2,8.96112676056338,21586.6,False,0.0009127240332074705,0,Low
INTERNATIONAL HEALTHCARE DISTRIBUTORS,Zambia,Air,ARV,0.0,0.0,2877.0,False,0.001731325514943439,0,Low
"GILEAD SCIENCES IRELAND, INC.",Zambia,Air,ARV,6546.69,5.262612540192926,389838.75,False,0.0010562946551643867,0,Low
"GILEAD SCIENCES IRELAND, INC.",Vietnam,Air,ARV,14571.5,125.61637931034483,32300.0,False,0.0021821848809355222,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,1450.0,False,0.0032630804049893136,0,Low
STRIDES ARCOLAB LIMITED,Vietnam,Air,ARV,0.0,0.0,282200.0,False,0.0013222064937361345,0,Low
INTERNATIONAL HEALTHCARE DISTRIBUTORS,Zambia,Air,ARV,0.0,0.0,2877.0,False,0.0017354004162857635,0,Low
"Trinity Biotech, Plc",Rwanda,Air,HRDT,859.37,22.035128205128206,10500.0,False,0.00045967020049921534,0,Low
INTERNATIONAL HEALTHCARE DISTRIBUTORS,Mozambique,Air,ARV,0.0,0.0,859.65,False,0.00044883376428872973,0,Low
BRISTOL-MYERS SQUIBB,C̫te d'Ivoire,Air,ARV,0.0,0.0,145885.5,False,0.0020432847160634622,0,Low
SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Vietnam,Air,ARV,2794.34,465.72333333333336,894.0,False,0.0057069362148447385,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,ARV,5294.51,23.42703539823009,82190.0,False,0.0028270101745875983,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Guyana,Air,HRDT,581.1,44.7,1350.0,False,0.0070074977916430815,0,Low
BRISTOL-MYERS SQUIBB,Rwanda,Air,ARV,86.4,2.16,1729.0,False,0.0008073066627725615,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,3719.91,14.939397590361445,9300.0,False,0.0017167559343680427,0,Low
"Orgenics, Ltd",Guyana,Air,HRDT,1928.93,19.2893,31819.58,True,0.1856372519097888,1,Elevated
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,HRDT,6197.0,1.898009188361409,270000.0,False,0.004685825112012319,0,Low
ACCOUN NIGERIA LIMITED,Nigeria,Unknown,HRDT,0.0,0.0,40000.0,False,0.0030824692585601264,0,Low
ZEPHYR BIOMEDICALS,Guyana,Unknown,MRDT,186.25,1.2844827586206897,14625.0,False,0.002777355962452589,0,Low
ASPEN PHARMACARE,Rwanda,Air,ARV,0.0,0.0,0.84,False,0.0018316894813425852,0,Low
"JSI R&T INSTITUTE, INC.",South Africa,Unknown,ARV,0.0,0.0,179.7,False,0.003975761763190532,0,Low
"JSI R&T INSTITUTE, INC.",South Africa,Unknown,ARV,0.0,0.0,7272.0,False,0.007847183254025697,0,Low
CIPLA LIMITED,Rwanda,Air,ARV,10500.0,2.8719912472647704,242032.0,False,0.002988524506346039,0,Low
CIPLA LIMITED,Rwanda,Air,ARV,10500.0,5.94563986409966,116480.0,False,0.0032670625209039743,0,Low
Orasure Technologies Inc.,Haiti,Air,HRDT,1521.11,25.35183333333333,8750.0,False,0.0005267814459318412,0,Low
"Trinity Biotech, Plc",Haiti,Air,HRDT,3238.79,539.7983333333333,1112.0,False,0.0001755152477872132,0,Low
ASPEN PHARMACARE,Ethiopia,Air,ARV,5137.76,4.166877534468775,251940.0,False,0.005598138751651575,0,Low
"JSI R&T INSTITUTE, INC.",South Africa,Unknown,ARV,0.0,0.0,27.69,False,0.003152707776588815,0,Low
"JSI R&T INSTITUTE, INC.",South Africa,Unknown,ARV,0.0,0.0,1384.5,False,0.006254773493117122,0,Low
"JSI R&T INSTITUTE, INC.",South Africa,Unknown,ARV,0.0,0.0,14525.0,False,0.003900442878059554,0,Low
GLAXOSMITHKLINE EXPORT LIMITED,Tanzania,Air,ARV,0.0,0.0,3300.0,False,0.0007359260397235682,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,HRDT,18750.2,6.131523871811642,253260.0,False,0.004844194414626308,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,HRDT,13535.55,5.000203176948651,220131.0,False,0.005059458364057995,0,Low
"Orgenics, Ltd",Mozambique,Air,HRDT,7781.88,8.064124352331607,302358.0,False,0.007515312404142255,0,Low
Orasure Technologies Inc.,Lesotho,Air,HRDT,0.0,0.0,2450.0,False,0.0028715595538233558,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,1629.0,25.453125,22797.15,False,0.00712395821906246,0,Low
"Orgenics, Ltd",Namibia,Air,HRDT,1496.76,5.756769230769231,20325.0,False,0.0036826914062560736,0,Low
CENTRAL PHARMACEUTICAL COMPANY NO. 1,Vietnam,Truck,ARV,1401.49,1.3385768863419294,40717.92,False,0.0016276165044105159,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,394.0,False,0.01234710903149918,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,676.0,False,0.004958692642268085,0,Low
BRISTOL-MYERS SQUIBB,Vietnam,Air,ARV,2211.05,26.964024390243903,2800.0,False,0.000579204435967977,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,2729.91,56.873124999999995,3458.7,False,0.0012367613601407307,0,Low
S. BUYS WHOLESALER,South Africa,Unknown,ARV,0.0,0.0,81.66,False,0.0016109732462913134,0,Low
S. BUYS WHOLESALER,South Africa,Unknown,ARV,0.0,0.0,14352.0,False,0.0058990193007083455,0,Low
"Trinity Biotech, Plc",Botswana,Air,HRDT,2442.32,4.88464,16000.0,False,0.0013352257121933687,0,Low
"Trinity Biotech, Plc",Botswana,Air,HRDT,2442.32,4.88464,16000.0,False,0.001335249451341081,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,0.0,0.0,9179.52,False,0.0014254560135813555,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,0.0,0.0,4860.0,False,0.0007619589221105366,0,Low
STRIDES ARCOLAB LIMITED,Vietnam,Air,ARV,7444.35,17.23229166666667,13448.75,False,0.0011720505663457225,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,1479.6,False,0.013155381773896777,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,5737.5,False,0.011952319804189685,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,23790.0,False,0.013493551184511718,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,2942.2,False,0.008257701326904324,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,960.4,False,0.008923270249304642,0,Low
IDA FOUNDATION,Nigeria,Air,ANTM,20134.43,10.486682291666666,527.0,False,0.00014890440139502683,0,Low
"Trinity Biotech, Plc",Rwanda,Air,HRDT,22370.64,19.7795225464191,108800.0,False,0.0008221807021606925,0,Low
Premier Medical Corporation Ltd.,Rwanda,Air,HRDT,17331.66,8.13692957746479,101970.0,False,0.0015275866720517698,0,Low
"Standard Diagnostics, Inc.",Zimbabwe,Air,HRDT,18087.86,7.3828000000000005,157280.0,False,0.002340090043620364,0,Low
Aurobindo Pharma Limited,Rwanda,Air,ARV,23071.26,5.8363926132051605,414642.24,False,0.007826125211192666,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,2368.2,False,0.011959009847697238,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,12180.0,False,0.003414459181862214,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,2428.8,False,0.01971606810827959,0,Low
"Orgenics, Ltd",Guyana,Air,HRDT,180.0,12.857142857142858,2.13,False,0.019071413446328653,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,0.0,0.0,68.75,False,0.002375415941185275,0,Low
"Trinity Biotech, Plc",Ethiopia,Air,HRDT,18180.65,12.866702052370844,134400.0,False,0.0013847273721257288,0,Low
"Orgenics, Ltd",Mozambique,Air,HRDT,0.0,0.0,553603.1,False,0.003669920324838291,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,4860.0,False,0.019717539831690844,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,176.4,False,0.007300001312953947,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,7965.0,False,0.00820856059113436,0,Low
IDA FOUNDATION,C̫te d'Ivoire,Air,ACT,8530.29,13.454716088328077,17500.0,False,0.0008885321589290133,0,Low
BIO-RAD LABORATORIES (FRANCE),C̫te d'Ivoire,Air,HRDT,9698.22,14.283092783505154,45828.0,False,0.1982502116389923,1,Elevated
"Orgenics, Ltd",Namibia,Air,HRDT,85.27,28.423333333333332,525.0,False,0.0036357654399742706,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,22620.0,False,0.003770135801976026,0,Low
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Ethiopia,Air,HRDT,20083.74,7.922579881656805,80730.0,False,0.003944001321160833,0,Low
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Ethiopia,Air,HRDT,23035.69,9.087057199211046,80730.0,False,0.003543673826865273,0,Low
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Ethiopia,Air,HRDT,23035.69,9.087057199211046,80730.0,False,0.0035437052587759896,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,4417.0,False,0.007883731714706894,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,5772.0,False,0.008225664121777169,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,123.1,False,0.004158399808545797,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,34715.52,False,0.0035695615627067395,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tanzania,Air,ARV,12815.42,4.170328669053043,516216.0,False,0.003191327290801517,0,Low
"Orgenics, Ltd",C̫te d'Ivoire,Air,HRDT,8603.58,18.992450331125827,140000.0,False,0.010871261251292308,0,Low
Aurobindo Pharma Limited,Haiti,Air,ARV,0.0,0.0,620.0,False,0.0011022661970823784,0,Low
Aurobindo Pharma Limited,Haiti,Air,ARV,1448.55,15.089062499999999,2782.08,False,0.0025471684436831157,0,Low
"Trinity Biotech, Plc",Haiti,Air,HRDT,1953.6,25.046153846153846,15290.0,False,0.00021344772378656157,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,3699.0,False,0.013086587998911626,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,2030.4,False,0.008114067347948966,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,47880.0,False,0.024459162464127413,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,98383.74,False,0.014148315193369282,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,440.64,False,0.015553337335801292,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,9197.72,False,0.02593026996199135,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,1634.7,False,0.003470914392963533,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,912.0,False,0.008877058958059162,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,100.6,False,0.003637399709534322,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,741.0,False,0.00786958617401393,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,1781.5,False,0.008934678675089194,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,2163.7,False,0.02398947458845203,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,15831.2,False,0.01926842264723893,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,3150.0,False,0.01733735799786194,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,106680.7,False,0.020705122671791382,0,Low
S. BUYS WHOLESALER,South Africa,Air,ARV,0.0,0.0,10564.0,False,0.007679984403518259,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,13659.0,False,0.01028501610660046,0,Low
"Trinity Biotech, Plc",Guyana,Air,HRDT,5733.61,12.251303418803419,43872.0,False,0.0033948827212923714,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,1890.0,False,0.02303572147326438,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,5031.0,False,0.011831091037010246,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,43200.0,False,0.0019026282842472624,0,Low
CIPLA LIMITED,Namibia,Air,ARV,0.0,0.0,4348.8,False,0.0013823464278522749,0,Low
BRISTOL-MYERS SQUIBB,Uganda,Air,ARV,390.81,97.7025,1540.56,False,0.0001497850397992961,0,Low
"Orgenics, Ltd",Botswana,Air,HRDT,383.65,95.9125,1050.0,False,0.021324798568959438,0,Low
Hoffmann-La Roche ltd Basel,Tanzania,Air,ARV,16751.58,6.283413353338335,461436.41,False,0.0004628449479075606,0,Low
"Orgenics, Ltd",Namibia,Air,HRDT,868.31,144.71833333333333,1680.0,False,0.006827561882581494,0,Low
Hoffmann-La Roche ltd Basel,Vietnam,Air,ARV,7828.28,30.82,164620.0,False,0.0003507808381104763,0,Low
Abbott GmbH & Co. KG,C̫te d'Ivoire,Air,HRDT,1275.12,7.456842105263157,40000.0,False,0.0019852806526531592,0,Low
ACCOUN NIGERIA LIMITED,Nigeria,Unknown,HRDT,0.0,0.0,60000.0,False,0.0032090732411542942,0,Low
Abbott GmbH & Co. KG,Zambia,Air,HRDT,2373.73,6.920495626822158,80000.0,False,0.0012180997517128645,0,Low
REINBOLD EXPORT IMPORT,Haiti,Air,HRDT,0.0,0.0,22500.0,False,0.004082064274816424,0,Low
Abbott GmbH & Co. KG,C̫te d'Ivoire,Air,HRDT,156.97,0.0005392379146398439,68000.0,False,5.191226339929642e-05,0,Low
Abbott GmbH & Co. KG,Zambia,Air,HRDT,2487.58,5.839389671361502,100000.0,False,0.0012232252306652355,0,Low
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Zambia,Air,ARV,0.0,0.0,64461.24,False,0.00018474686228748922,0,Low
SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Vietnam,Air,ARV,0.0,0.0,1084.0,False,0.004018683253612024,0,Low
ASPEN PHARMACARE,Uganda,Air,ARV,1262.91,6.2831343283582095,26670.0,False,8.873685713052916e-05,0,Low
BRISTOL-MYERS SQUIBB,Zimbabwe,Air,ARV,0.0,0.0,10837.5,False,0.002294415369234497,0,Low
"Trinity Biotech, Plc",Haiti,Air,HRDT,749.96,18.749000000000002,10500.0,False,0.0006097154759137249,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,HRDT,4474.15,6.373433048433048,67392.0,False,0.005447656416038251,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,HRDT,11731.15,7.66241018941868,135108.0,False,0.005664670755091351,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Guyana,Air,HRDT,378.6,21.033333333333335,1350.0,False,0.007040732297177525,0,Low
Abbott GmbH & Co. KG,Haiti,Air,HRDT,2802.42,8.170320699708455,80000.0,False,0.0011494570004712632,0,Low
